price_usd,income_segment,seasonality_index,product_category,promotion_type,competitor_price_usd,economic_indicator,advertising_spend_usd,distribution_channels,product_lifecycle,weather_impact,demand_units
183.69258691061285,Upper Middle,1.1427049274974572,Furniture,BOGO,103.22204508511255,Boom,41727.80620036966,1.0,Maturity,Medium,1931.0
199.4385421688013,High,1.1615535896807168,Clothing,None,117.60520536903682,Stagnation,25977.49890647059,4.0,Decline,None,1556.0
81.75767452745905,Upper Middle,0.9173749311399712,Furniture,BOGO,87.21878178145926,,21067.354657982763,1.0,Introduction,Medium,2288.0
96.83935291234917,Upper Middle,0.8376245355642367,Furniture,BOGO,141.491312835579,Growth,32370.456659541087,3.0,Growth,Low,4457.0
121.68973866670531,,0.793475383505188,Electronics,BOGO,132.56607068483316,Recession,19416.43534746373,4.0,Introduction,Low,5890.0
110.85983347764136,Low,0.6693145207461225,Furniture,Discount,146.72907458132204,Recession,,,Maturity,Low,4109.0
120.38169505688263,Middle,0.9031673790255006,Clothing,Discount,198.87967327593284,Stagnation,16054.521929086968,4.0,Introduction,Low,7914.0
18.32246288371307,Middle,0.6701757826238496,Electronics,BOGO,35.804868796244556,,13864.413288669992,4.0,Decline,Low,6807.0
127.83854461039105,Upper Middle,0.9905716219811355,Clothing,Discount,180.17980570637704,Growth,22438.682078851612,1.0,Decline,Low,5386.0
130.80165236142432,Upper Middle,0.7852927791569948,Furniture,None,134.32275190409496,Stagnation,21618.495969638006,,Decline,None,1764.0
174.26668764584738,Low,1.278601429068695,Food,None,194.61180638057718,Recession,4943.775331891315,1.0,Decline,Medium,3674.0
106.71146829620527,Upper Middle,0.9282891987498136,Electronics,Bundle,7.51166071175906,Recession,13963.166999038462,1.0,,None,7025.0
57.872526562216535,Upper Middle,1.105197301927147,,Bundle,183.40375521271022,Recession,7496.015786735982,2.0,Maturity,Low,6019.0
103.00139291253629,Upper Middle,1.297945572207312,,BOGO,49.72335655455122,Growth,16007.592294207423,3.0,Maturity,None,828.0
103.44937931547308,High,0.8948800628576743,Food,Discount,209.23295363451825,Boom,25448.476033782164,1.0,Decline,Medium,3364.0
130.77613565952657,High,0.8610027723710847,Food,Bundle,72.90422072062196,Growth,28367.211872910615,4.0,Growth,None,6828.0
102.44633878029354,Low,0.6937776102046113,Books,,159.16070308300755,Growth,41557.50734068999,2.0,Growth,None,5588.0
,Low,0.6171114017724901,Books,Discount,179.1943143895476,Recession,24364.607497325265,4.0,Introduction,,2738.0
172.59787726929395,High,1.0921932179147453,Food,BOGO,203.68149619343643,Stagnation,9811.356749253619,3.0,Decline,,1839.0
194.44572368509236,Low,1.1087311359515348,Food,Discount,47.440057886043135,Growth,23041.22515994865,4.0,,Medium,1092.0
110.29179880466815,Low,0.9443286558720175,Books,None,137.98876748749552,Recession,47744.540239188886,4.0,Introduction,Low,6842.0
127.16155148778698,High,0.8885059868674553,Electronics,Discount,11.58007303379889,Boom,42998.42637247494,2.0,Maturity,Low,5193.0
128.6266989015058,High,1.4753273550496098,Furniture,Bundle,16.758586739659464,Stagnation,35334.16875672361,3.0,,Low,4220.0
106.63152647725714,Middle,0.6662764077228022,Food,Bundle,93.55513093541357,Boom,20124.30579950859,2.0,Decline,High,1716.0
25.24704330814265,Low,0.7746211841113106,Electronics,BOGO,153.85797577099058,Recession,,3.0,Growth,High,3449.0
15.056095356721704,Low,1.2792899389555,Furniture,BOGO,145.3440301177324,Stagnation,22826.849898579243,1.0,Growth,Low,4651.0
172.37321563279497,Upper Middle,0.7904356457624924,,None,105.1532103354184,Boom,33324.419319421846,2.0,Maturity,Medium,9936.0
50.355083683630674,High,1.2405855774039063,Food,Discount,134.31453729739962,Recession,,2.0,Maturity,Medium,9345.0
130.8423450667403,High,1.4441657356175648,Clothing,Bundle,,Stagnation,47296.576901735236,1.0,Introduction,None,319.0
127.3860839574616,Low,1.2513445891171107,,Bundle,185.27624916044067,Stagnation,38494.58309351668,2.0,Growth,None,7174.0
116.07153636371584,Low,1.3237631054124157,Books,Discount,195.7124895447807,Stagnation,31578.96742469448,4.0,Maturity,High,7745.0
30.671766488305327,Upper Middle,,Electronics,Bundle,86.50020090784889,Stagnation,3299.095026214438,1.0,Decline,Medium,979.0
16.818462025462274,High,0.9634346822344029,Furniture,BOGO,18.146999251661274,Growth,31781.339419579745,4.0,,Low,5874.0
47.51389254269998,Upper Middle,0.7422376637288155,Electronics,BOGO,55.90196940142718,Boom,37477.59815858311,2.0,Introduction,High,1666.0
123.13351590637889,High,0.7870696740384002,Books,BOGO,24.730782579607705,Stagnation,42178.638247344505,2.0,Decline,None,7699.0
111.73169186690002,Upper Middle,1.4407219591811788,Clothing,Discount,175.11059282229812,Recession,,,Introduction,Low,1959.0
146.07338759577485,Middle,0.6721470801035331,Clothing,Bundle,,Boom,1367.963304335873,3.0,Decline,None,9492.0
82.29478129201779,High,0.9373570607815942,Furniture,Discount,104.97886624821253,Recession,7877.775015209815,2.0,Introduction,None,
157.0582290225017,Upper Middle,1.1628459711591441,Clothing,Discount,121.00810194075575,Stagnation,18962.65315176128,1.0,Maturity,Low,7483.0
112.78511266453081,Upper Middle,0.7566110969410942,Clothing,None,183.1918393688223,Recession,34304.79400957354,3.0,Growth,High,1183.0
20.025185504553615,Middle,0.7243013970551293,Electronics,Bundle,155.43995144437912,Recession,25363.847114275013,4.0,Growth,None,320.0
24.60092030202848,High,1.1567723187331131,Food,,133.30746887189284,Stagnation,32475.10137675672,,,None,159.0
57.7702412947177,High,,Electronics,None,129.4182079326464,Growth,28522.962985214035,2.0,Decline,Low,3600.0
79.43248381606446,Upper Middle,1.4281367652637085,Books,None,105.78146441460012,Boom,46977.48641238636,1.0,Decline,None,5800.0
193.3518318127087,Upper Middle,1.2161795257657815,Furniture,,198.17347918124594,,39378.445825636256,3.0,Decline,High,3504.0
182.06857602552557,Low,1.2436366274611945,Furniture,BOGO,42.362801321838774,Boom,40735.76634480912,2.0,Maturity,High,4565.0
116.38965403683973,High,1.4444596215896666,Clothing,BOGO,212.12541484088783,Stagnation,34796.66017118089,2.0,Introduction,High,7310.0
44.03999607168738,Upper Middle,0.949896766372681,Food,Discount,134.3673371613364,Growth,4104.582677701818,3.0,Introduction,Low,2778.0
196.31565059521333,Upper Middle,1.477119904153018,Food,BOGO,55.345250676107135,Stagnation,49011.335486881006,1.0,Growth,High,2545.0
109.9057902113921,,0.8748176180812929,Clothing,BOGO,162.06115284728494,Stagnation,3513.625069118048,3.0,Maturity,High,5629.0
119.99878134938037,Low,0.9270991134785412,Electronics,None,84.72762740992319,Growth,17814.619971589596,1.0,Maturity,High,7924.0
101.62383117096803,Low,1.2843928248088448,Books,BOGO,25.766849708233593,Boom,40359.57935391033,2.0,Maturity,High,558.0
,Middle,1.2433746354696333,Clothing,Discount,21.621409898438156,Growth,15581.67840049356,3.0,Decline,None,1056.0
145.8957791789827,Low,0.9334023765649173,Food,Bundle,125.90419747686711,Recession,31567.586332843228,4.0,Maturity,Medium,7802.0
40.16655788743646,Middle,,Food,BOGO,142.93970151255962,Stagnation,44753.55557587284,3.0,Growth,None,7489.0
101.89471838750477,Low,1.1709472302958197,,Discount,75.10606539167553,Stagnation,40794.865500981185,4.0,Introduction,High,679.0
34.28276905710724,High,1.1426476660387643,Books,BOGO,153.66030983048435,Stagnation,28130.253181006025,4.0,Introduction,Low,6471.0
41.1949451000992,High,1.3952959631016504,Food,Bundle,62.16920342327424,Recession,25767.06174883904,3.0,Growth,High,3327.0
93.80926144760907,Low,0.8689477531911209,Food,None,78.5415071227528,Recession,10572.765890941533,4.0,Growth,Medium,4010.0
49.14756156554473,High,1.4207124914359288,Clothing,Bundle,53.3452320623665,Boom,29733.850623167917,4.0,Decline,Medium,6608.0
191.1503937389117,Upper Middle,1.115527298288328,Electronics,BOGO,140.98895787359587,Growth,34651.36104146119,4.0,Maturity,Low,523.0
29.921073985388595,,0.7950147746989927,Clothing,,109.76388980877039,Boom,30449.493312115585,4.0,Maturity,None,2831.0
196.6189933792989,Upper Middle,0.9533791934817041,Clothing,Bundle,36.4145697427393,Recession,11924.400487403014,2.0,Growth,Medium,8654.0
188.75151246425722,Middle,0.7810967594671949,Electronics,None,214.29424405893278,Growth,43166.70563123043,2.0,Growth,Low,8654.0
164.26110655646576,Middle,1.0149507836757543,Furniture,,197.5743149370468,Boom,26849.991297206816,,Growth,High,8595.0
117.13821855942852,Upper Middle,1.0253699533235479,Electronics,Discount,173.06165817663833,Recession,4883.040940437572,1.0,Maturity,Low,6391.0
96.99071312107904,Middle,1.3134792064551686,Electronics,None,24.772684791011063,Stagnation,7400.020745495623,2.0,Introduction,None,555.0
146.99661476606255,Upper Middle,1.2685804730104229,Books,BOGO,98.3300698987568,Stagnation,42930.78695457321,4.0,Growth,Low,5453.0
26.79528568157102,Middle,1.1237392679195128,Furniture,BOGO,116.13216814824914,Stagnation,15392.72868944177,4.0,Growth,High,8506.0
114.22773547061571,Upper Middle,1.092189426870342,Electronics,None,208.03718321617842,Recession,28068.47151242544,1.0,Growth,None,4589.0
180.01283828848634,Low,1.2209993486605668,Clothing,BOGO,82.04229494060786,Boom,23373.86905186212,4.0,Introduction,High,4390.0
122.36134876797196,Upper Middle,0.7333377489711307,Books,BOGO,148.6362898930273,Stagnation,25748.103923932857,3.0,Maturity,High,8183.0
66.5007781916489,High,1.1273062256657598,Books,Discount,123.58580277766785,Boom,35392.443323970925,3.0,Maturity,Medium,6863.0
82.98668301130331,Upper Middle,1.4193148834370855,Furniture,BOGO,178.92847710853894,,38133.305387879904,3.0,Introduction,None,6609.0
143.30676784311686,Low,0.8752368809180002,Books,Discount,27.99223621252377,Stagnation,48517.5888431936,2.0,Introduction,High,6346.0
14.936590961149573,,0.6211744666235144,Electronics,BOGO,182.34054060668817,Recession,35085.356496140244,4.0,,Medium,9677.0
,Low,0.6040309431049075,Books,Discount,144.74047801706698,Growth,15696.291917777866,4.0,Growth,High,4545.0
67.65983051024247,Low,0.6293177755051165,Books,Discount,27.793285073507565,Stagnation,32492.48629388422,4.0,,High,3495.0
82.61501457399635,Middle,1.27165520265285,Books,Discount,164.86770310081465,Stagnation,29166.956720149323,3.0,Introduction,None,699.0
59.808848521935005,Middle,1.3790992478587871,Clothing,BOGO,75.95539033059578,Boom,26803.81414301862,4.0,Decline,High,2856.0
,Middle,0.6032767725151945,Furniture,BOGO,21.23766105770565,Recession,482.4733197643538,4.0,Introduction,Low,
164.90699246503755,Low,1.2243456731890263,Electronics,Bundle,99.02783044433318,Growth,40388.56639953714,2.0,Growth,Low,
171.07754706486202,High,0.871488426472424,Books,Bundle,41.98840074414253,Recession,46691.69908813957,4.0,Decline,High,5723.0
85.18239898094384,Middle,0.9512068821282638,Food,Bundle,62.759919361236314,Growth,13742.11858667503,1.0,Decline,Low,264.0
30.035358976255203,Upper Middle,,Electronics,BOGO,219.57407116339044,Stagnation,3356.205507153448,,Maturity,None,8368.0
132.1245307123914,Low,1.2183226661054958,Clothing,None,36.66524028286102,Boom,8950.960795890933,4.0,,Low,4682.0
135.75112157901194,Upper Middle,1.0816350132591035,,Discount,86.25930389781755,Recession,49847.95593881666,,Decline,High,278.0
86.39174292362718,Upper Middle,1.0381984488661828,Clothing,Discount,147.07390800686653,Boom,31996.096938797564,4.0,Growth,Medium,8541.0
18.674934501512652,Low,1.104966711297709,Clothing,Bundle,214.5704700842365,Recession,18721.049320479367,3.0,,Low,6995.0
48.27285213694824,Middle,0.809748756190419,,None,84.8431476608367,Growth,13561.095046649547,1.0,Introduction,Medium,3093.0
8.135035253271012,Low,1.2157882061039513,Electronics,,49.93639701831616,Boom,49411.28521288009,3.0,Decline,Medium,2564.0
144.56510391594875,Middle,0.7071217951467973,Clothing,Discount,91.72462310439221,Stagnation,9388.526771714045,1.0,Decline,Medium,889.0
178.28045044539977,Low,1.3162989768273747,Books,None,38.560131247918015,Recession,9530.507187238723,3.0,Decline,None,8130.0
176.95173467634473,Middle,0.8219924011133807,,None,217.08271560386314,Boom,21693.596043127887,2.0,Growth,High,5945.0
52.1266898952892,High,0.6000020486434865,Electronics,None,106.59946380082714,Stagnation,18427.343881449804,4.0,Maturity,None,7692.0
45.36549573524515,Low,1.269184419560886,Food,Discount,146.75470723701372,Growth,8283.497813048012,2.0,Maturity,High,5117.0
95.342209100379,High,1.3473145554333787,Food,BOGO,81.22385959701008,Growth,36293.927651062506,3.0,Decline,High,7964.0
44.95658937658703,High,1.2812392284299594,,None,60.07551846633268,,48995.32203759766,4.0,Maturity,High,
29.749776945488392,Middle,0.8604061941863816,Furniture,Discount,24.135555905618098,Boom,,1.0,Growth,None,363.0
38.78320655464586,Middle,0.745730011687906,Clothing,None,172.710096931195,Boom,,1.0,Decline,High,2333.0
87.32784208999482,Middle,0.6155735702391358,Food,Discount,,Stagnation,11635.088623638601,2.0,Maturity,Low,905.0
93.69778786059305,Upper Middle,0.6710959830875471,Furniture,None,48.941609177299426,Boom,24578.202569110268,1.0,Introduction,High,2406.0
134.32145255329667,High,0.9451630389433676,Food,Bundle,148.41479870540175,Recession,40201.541687927536,3.0,,Medium,4390.0
193.16322114377735,,0.8560415393945314,Electronics,BOGO,56.94532575562326,Growth,24433.431967010703,2.0,Growth,None,6419.0
182.70728727321995,Low,1.4298935736840555,Books,Bundle,49.802137054445666,Growth,,3.0,Maturity,High,4986.0
74.633409219064,Middle,0.805138160005548,Food,,192.41921197913567,Growth,28649.398444385464,,Decline,Medium,3761.0
39.55666002449763,Low,1.0690860034772895,Furniture,BOGO,110.8053577869582,Stagnation,49113.46196904159,3.0,Decline,None,7091.0
192.84474151291326,Upper Middle,1.4623718039607745,Food,BOGO,118.91252045371841,Growth,,2.0,Growth,Medium,
133.4511095017414,High,0.990909443687564,Furniture,Discount,170.19784786946542,Growth,36814.10416806224,1.0,Maturity,Low,281.0
120.41516135029234,,1.4104296271840846,Furniture,Discount,107.52638755049225,Boom,10749.719667481904,,Growth,Low,3404.0
107.76640146472808,Low,1.300494157845601,Electronics,None,55.63756658699418,Recession,11102.582844631408,,Growth,None,7969.0
71.45876279141675,Middle,0.9040310202728394,Furniture,None,161.99124265228656,Recession,17873.664400470752,2.0,Decline,High,2152.0
120.829423796723,Middle,1.2082550445272888,Furniture,None,187.43332304807066,Growth,11008.188549269455,,Introduction,Medium,8283.0
88.37940675539473,Middle,0.8648602089437225,Electronics,Bundle,141.02817924811188,Stagnation,712.7896138665712,3.0,Decline,High,8875.0
106.46492214968644,Upper Middle,0.8776953801709755,Books,Discount,177.21844350456536,Growth,10831.238904843603,2.0,Growth,Medium,3552.0
106.12597602876731,High,1.2204369453106372,Electronics,Discount,10.216944252855924,Stagnation,24567.6284627742,2.0,Growth,None,1927.0
8.966407246559076,,1.0883158837399416,Food,Discount,109.30995072094461,Stagnation,33437.34968688628,,Growth,Low,4969.0
71.00184974438925,High,0.6064763638229236,Clothing,BOGO,93.97528661819639,Boom,27770.074305015878,2.0,Decline,Low,6696.0
35.76507294787095,,1.3383474000704783,Books,Discount,16.556356318644138,Growth,9481.497357612074,1.0,Introduction,High,1440.0
176.23511743976954,Middle,0.6916912909508249,Electronics,Bundle,49.182981201690275,Stagnation,6484.278157129353,2.0,Maturity,Low,3754.0
116.29369318972081,Upper Middle,1.1736661008923928,Food,,97.29878967606219,Boom,41416.38740795901,3.0,Growth,Medium,4980.0
87.55627980675507,Upper Middle,1.1720655494987087,Clothing,Bundle,151.16321158227285,Stagnation,38864.1075644871,2.0,Growth,High,6445.0
133.2580741062462,Upper Middle,0.8344302977972424,Furniture,BOGO,87.54760020610858,Recession,12142.491947027716,3.0,Maturity,Medium,4508.0
43.93281009518135,Low,0.6051870860385985,Books,None,160.15504654484792,Stagnation,26029.16783063412,2.0,Decline,None,91.0
61.2423474207252,Middle,1.2233068893179713,Books,BOGO,149.6391281643475,Growth,33659.634588798646,2.0,Introduction,Low,7065.0
56.99010617177778,Low,1.4914161272320556,Furniture,None,211.69264701817596,Boom,34709.5437016492,1.0,Introduction,,6692.0
122.6190833689488,Middle,1.0975208515108246,Clothing,Bundle,34.568142467182184,Stagnation,22773.00716074378,4.0,Maturity,None,1982.0
104.04508466048277,,1.4065047820741898,Furniture,None,214.36484541546577,Stagnation,24028.051165988996,2.0,Growth,Low,2704.0
106.83966057944876,Middle,1.3075622351862803,Clothing,Bundle,21.497649417057282,Growth,24116.078320162283,2.0,Decline,Low,9105.0
193.53998653235678,Upper Middle,1.0133054829984784,Books,Bundle,179.77255935256326,Growth,28314.60498145521,1.0,Decline,High,5973.0
38.00863880284455,High,1.0887187454256666,Clothing,Discount,,Growth,23340.602824590478,2.0,Maturity,High,2720.0
47.8708412088483,,1.2123563157963213,Electronics,BOGO,95.16700610896712,Growth,24193.987407514243,1.0,Introduction,Medium,7978.0
117.54144258892993,Middle,1.2870253196094303,Books,None,63.55019424155226,Recession,40977.2274796282,1.0,Decline,High,8337.0
104.4796788683446,Middle,0.7791841011530859,Clothing,Discount,179.94173014238254,Recession,10282.376316308011,1.0,Decline,Low,4168.0
93.3475298282834,Low,0.9264385424834669,,Bundle,106.6481971933899,Stagnation,23131.327320163415,1.0,Maturity,None,7322.0
,Middle,1.2190222113522884,Clothing,BOGO,149.2744808844525,Growth,34443.96001485477,3.0,Growth,Medium,8218.0
126.3770678500587,Low,0.98517656909805,Clothing,Discount,209.5457809401356,Stagnation,27418.554455282483,2.0,Introduction,None,7444.0
158.76187204586327,Middle,1.0946571319769804,Books,Bundle,83.35008545986997,Boom,14848.238389213115,4.0,Maturity,High,6796.0
79.04148173754339,Low,1.2535323612603144,Clothing,Bundle,108.14084333990559,Recession,4996.638216325072,2.0,Introduction,Low,8876.0
103.2917490350355,High,0.6651109715445515,Furniture,Bundle,18.52863640368263,Stagnation,33327.30807909042,2.0,Introduction,None,1676.0
147.8469802236681,,1.454751462142203,Food,BOGO,133.47719986744897,Growth,35560.677999452186,2.0,Maturity,High,7877.0
88.17888814833044,High,1.2916138909470887,Furniture,Bundle,72.37074145312734,Stagnation,3191.1065624828816,1.0,Growth,High,3294.0
,Middle,0.8875625578792181,Furniture,None,135.9362252510769,Growth,36164.96546210618,3.0,Growth,High,7201.0
37.9292171791872,Low,1.4398770265758625,Furniture,Bundle,69.3784638318889,Boom,41199.50461466696,,Decline,None,5411.0
18.521361490585825,Upper Middle,0.8674094943807111,Books,Bundle,,Boom,44751.62885819345,2.0,Maturity,High,8723.0
141.6400711234883,,1.4925172958194362,Electronics,Discount,,Growth,49273.63174045114,3.0,Decline,Medium,4561.0
58.41074646409059,Low,1.027401287320398,Food,None,181.257133415305,Stagnation,29454.952998504225,1.0,Maturity,High,4073.0
109.25638184288314,,1.0106553374442193,Electronics,None,43.42193945372608,Recession,49142.451852428894,4.0,Maturity,,421.0
130.36231899794183,Upper Middle,1.117520191936646,Electronics,BOGO,42.09417371564295,Growth,27436.862376184912,3.0,Introduction,Low,3142.0
145.28749728018136,Middle,1.441675004665921,Books,None,181.81304369910407,Stagnation,33705.7822252071,2.0,Maturity,Low,7899.0
12.910248874985497,Upper Middle,1.484878976704379,Clothing,BOGO,59.77192556955485,Growth,34405.90027720143,4.0,Introduction,High,6867.0
58.32907470621312,Upper Middle,,Clothing,None,75.74209185461913,Growth,36901.73236449728,2.0,Decline,Low,8231.0
59.975980767876415,Upper Middle,0.8068391052099848,Books,Discount,,Growth,38533.27557089472,2.0,Growth,None,2112.0
95.39133679775506,Upper Middle,0.962083775732582,Books,Bundle,95.53305922038723,Recession,28209.572732842604,1.0,Decline,Medium,7245.0
,Middle,1.345753643455156,Food,Bundle,181.37398135384757,,38440.30035100042,4.0,Decline,Medium,9862.0
49.47851381633242,Low,1.1678950203647296,Furniture,Discount,128.7573663250708,Stagnation,12653.318626453947,1.0,Growth,Medium,3932.0
39.425208030342574,Middle,0.7268257256550329,Electronics,,158.43253906995264,,25810.646106844204,3.0,Decline,Low,3512.0
168.22033430684914,Low,1.0711252186549627,Clothing,Discount,157.0353719036998,Recession,8825.07143520569,3.0,Introduction,High,8714.0
102.11858091894233,High,1.3533097531739364,Books,BOGO,20.62500242761312,Stagnation,21379.96488095255,3.0,Introduction,Medium,5383.0
33.93046113766712,High,0.6224649157477268,Books,Bundle,214.45606129302527,Growth,19448.290465746537,3.0,,High,8576.0
96.15466458861579,Upper Middle,0.988355097447029,Furniture,,19.319939616652945,Boom,1356.068594812404,1.0,Growth,Low,
,Upper Middle,0.7059119589541456,Books,None,208.95712035662672,Growth,14048.717368221847,1.0,Decline,None,354.0
67.51048779625651,Low,1.0248857507925004,,BOGO,217.3441813206958,Boom,35172.60597528927,4.0,Maturity,None,5545.0
39.760478452863865,Low,0.632205295010541,Clothing,Discount,60.35351663606981,Growth,22638.61305949498,4.0,Introduction,High,5306.0
153.60809882780177,Low,1.0768118438691654,Furniture,BOGO,143.04438216652264,Stagnation,46165.08897422586,,Introduction,Low,4073.0
10.34968380638367,Upper Middle,1.4484034144239943,Furniture,Discount,15.495508169700662,Stagnation,20253.819293817076,4.0,Maturity,None,7633.0
116.09618168942232,High,0.9107985003008969,Food,Bundle,151.01634197003784,Stagnation,22961.55540141376,1.0,Maturity,Low,9371.0
143.77473440255358,High,0.8769734696260862,Furniture,None,44.445993502979135,Stagnation,38826.26200389071,4.0,Decline,Medium,9468.0
94.88579422909774,Middle,1.3374881474852174,Clothing,Bundle,207.26858164484526,Recession,4289.758773849861,4.0,Decline,High,3005.0
10.020766773930093,Middle,0.7837251652201388,Electronics,None,145.49127471532563,Stagnation,46222.72220886682,1.0,Introduction,,5284.0
168.40567438666665,Middle,0.9369164984433618,Books,,169.2706844841076,Recession,24729.256909536605,,Maturity,Low,8506.0
142.33039717198278,Middle,1.4646486957844904,Electronics,Bundle,208.2568217463619,Stagnation,36896.55836836172,1.0,Decline,None,1980.0
12.391001100891607,Upper Middle,1.190047374139969,Electronics,Bundle,189.28908883415008,Stagnation,35371.28953568745,1.0,Introduction,None,4464.0
91.52839924699934,Middle,1.2108258652647113,Clothing,Discount,104.9583647988828,Boom,15332.622064767687,2.0,,Low,811.0
68.04475498286317,Low,1.1109692894104342,Food,Discount,40.869685586342676,Stagnation,49975.699058282466,2.0,Maturity,High,9848.0
189.1691966850496,High,0.6685877702448814,Furniture,Bundle,73.7489060527433,Stagnation,1938.1075182085926,2.0,Introduction,High,3281.0
96.48304709443086,High,1.2166901212580117,Food,Bundle,131.19342219312944,Growth,46479.56070047356,2.0,Decline,Low,8992.0
28.78124837453157,,1.3260084418042197,Food,BOGO,165.13966930132895,Recession,4877.052381157565,2.0,,None,3809.0
5.154361252718208,,1.2551079877744287,,None,59.06907969927969,Recession,15495.85256188532,2.0,Growth,Medium,5885.0
,High,0.7024395739059588,Books,Bundle,100.84009021380344,Stagnation,45014.74868291909,1.0,Maturity,,1732.0
59.81332914065366,Low,1.0778880875797672,Electronics,Discount,81.19984834899442,Growth,10702.651684102837,1.0,Maturity,Low,1749.0
65.48434527414227,Low,0.7277458612244743,Electronics,Bundle,105.9698500897591,Recession,3184.3839505530323,,Maturity,High,
169.38257165463716,Middle,1.256818596663148,Food,Bundle,75.38235140561842,Stagnation,36194.30707818386,3.0,Growth,Low,7956.0
58.78758521490048,Low,1.4765098786332636,Food,Discount,38.156886860520885,Recession,14382.554831763173,4.0,,None,
,Middle,1.0515960682206535,Furniture,Discount,109.01845392827394,Boom,19949.60832096681,1.0,Decline,None,8168.0
100.49722974949255,Middle,0.7419766896722438,Books,Bundle,209.15184819401438,Growth,22416.1877196591,1.0,Introduction,Medium,427.0
66.06718307687487,Upper Middle,0.941351216285791,Furniture,BOGO,26.993677997222534,Recession,33856.6051922503,1.0,Introduction,High,9101.0
119.54199452199481,Upper Middle,1.0330907377502379,Books,Discount,184.4847464281424,Recession,36680.94973313283,4.0,Introduction,High,7714.0
130.9327208898643,Low,1.0921158565701181,Food,Bundle,162.76649407651234,Stagnation,16704.578156697815,3.0,,Low,5285.0
57.280784695715425,Low,1.011101620873645,Books,None,75.12503622270636,Boom,45197.95806381045,4.0,Growth,Medium,6100.0
50.189541976159774,Low,0.787362971653603,Electronics,None,33.73140920504683,Recession,10719.211299467408,1.0,Maturity,Medium,5179.0
,High,1.0476671292963964,Clothing,Bundle,205.34090054093014,Boom,37967.17818725161,3.0,Growth,High,8376.0
62.272182324840294,Low,1.4944331633673862,Electronics,None,85.9277208444159,Stagnation,36185.78177268208,3.0,Maturity,None,5450.0
51.67750814454076,Middle,1.3935331216937228,Food,BOGO,97.88734501687551,Growth,26130.22547460228,4.0,Decline,High,7362.0
,Middle,1.2873325139363474,Electronics,None,73.06762120718356,Boom,48572.05913239344,1.0,Introduction,Low,2761.0
74.19064165150525,Low,1.3623947839574861,Books,Discount,,Growth,23399.290791123243,4.0,Growth,Medium,7365.0
